Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDJ41,OUT049,4189.692
FDQ27,OUT035,1984.6687
FDC26,OUT017,1884.1478
NCF43,OUT027,3603.1887
NCR50,OUT035,2739.7764
FDE39,OUT018,1749.7429
FDN49,OUT027,1060.5376
DRG11,OUT035,1703.991
NCA18,OUT049,1913.3198
FDM36,OUT018,2410.6426
FDW32,OUT017,1338.5017
NCQ18,OUT010,319.83438
FDX14,OUT027,2084.298
FDD46,OUT017,2346.369
FDI34,OUT019,463.9285
NCJ17,OUT035,1377.8954
FDB52,OUT035,3623.5684
FDV55,OUT018,2164.5383
FDC57,OUT046,3069.226
FDB29,OUT046,1912.5262
NCO43,OUT035,1816.1515
FDG44,OUT045,851.9216
FDJ34,OUT045,1947.5415
FDH40,OUT049,1334.7124
NCD07,OUT027,3037.1023
FDB41,OUT017,783.4853
FDH47,OUT018,1304.7726
DRK37,OUT035,3540.3618
FDM25,OUT019,433.27924
NCX06,OUT045,2996.4092
NCS05,OUT017,2171.2812
FDS39,OUT045,2119.7395
FDC47,OUT027,5730.786
FDG20,OUT013,2850.5593
DRL23,OUT017,1690.0669
FDY33,OUT013,2685.6697
NCH18,OUT045,3478.5972
FDX47,OUT035,2492.604
NCB06,OUT045,2531.767
FDP36,OUT049,817.09247
FDW44,OUT018,2576.5637
NCU41,OUT018,2745.2673
NCS17,OUT046,1473.3748
FDD46,OUT035,2361.6038
FDE45,OUT017,3120.259
FDI09,OUT017,4458.447
NCJ54,OUT010,409.9541
NCA29,OUT018,2597.5093
NCN41,OUT027,3255.3994
FDY34,OUT035,2736.7524
NCG55,OUT035,1974.4869
DRM49,OUT046,778.76086
NCB42,OUT049,1863.529
FDE58,OUT045,1827.0457
DRJ25,OUT013,764.6594
FDS47,OUT010,245.07216
FDY21,OUT049,3245.932
NCI54,OUT013,1763.5957
FDO24,OUT017,2613.2046
FDY43,OUT035,2863.6602
FDF35,OUT018,1403.8406
NCP29,OUT019,157.18059
FDN28,OUT027,2623.3845
FDJ50,OUT018,626.3399
FDQ14,OUT027,3786.5254
FDC37,OUT035,1748.6342
FDN08,OUT046,1918.0154
FDD04,OUT035,2299.83
FDW34,OUT018,3185.994
FDP04,OUT017,1032.6659
NCG07,OUT017,3072.4658
NCN14,OUT018,2854.8733
FDJ16,OUT045,903.3739
NCM42,OUT045,1634.353
NCF19,OUT046,757.27783
FDY21,OUT018,3053.4927
FDY19,OUT035,2030.3464
FDV09,OUT045,2456.473
FDA28,OUT013,2152.1018
FDC38,OUT018,1765.6371
FDL28,OUT045,3853.176
NCH43,OUT049,3320.8567
NCN53,OUT045,668.4907
NCW05,OUT017,1840.1074
NCO30,OUT018,2669.9717
FDT04,OUT019,91.85133
FDB27,OUT018,2777.0303
NCK07,OUT013,2639.361
NCA53,OUT013,693.82983
FDB33,OUT018,2367.171
FDU37,OUT017,1347.348
FDR13,OUT035,1977.9316
FDE45,OUT049,3003.1472
FDV37,OUT017,3239.3423
FDX44,OUT019,248.84276
NCL06,OUT017,3992.035
FDJ28,OUT045,3079.2678
FDX55,OUT049,3648.6145
NCK17,OUT018,483.91995
FDH52,OUT035,1007.0566
FDN13,OUT027,2789.8992
FDK44,OUT018,2545.4226
FDU16,OUT046,1291.8661
FDZ07,OUT017,963.5493
NCN06,OUT027,4110.5356
FDH02,OUT010,199.05473
NCW18,OUT045,3787.497
FDH57,OUT013,2112.853
FDV35,OUT045,2463.7456
NCU29,OUT013,2510.5134
NCP02,OUT046,886.4891
FDN44,OUT013,2625.268
FDX03,OUT018,495.6012
FDR11,OUT010,498.8459
FDA36,OUT046,2913.372
FDP58,OUT027,5292.8184
FDH31,OUT045,1520.8225
FDH34,OUT035,3299.5432
FDS13,OUT035,3287.499
FDT01,OUT018,3222.686
FDY09,OUT049,2876.223
FDV33,OUT027,5951.0713
NCW29,OUT010,301.95425
NCN17,OUT045,1637.1191
FDX01,OUT046,1825.4844
FDL03,OUT049,3060.4597
DRL59,OUT049,905.9069
DRM11,OUT027,5326.918
FDA43,OUT049,3057.862
FDZ56,OUT010,366.97833
FDI44,OUT018,1114.5134
FDB50,OUT013,1292.6565
FDU15,OUT019,96.172516
NCJ19,OUT019,164.90984
FDD48,OUT013,1955.361
NCW42,OUT035,3919.5007
FDL24,OUT017,3004.558
NCB30,OUT013,3001.9536
FDK25,OUT013,2837.843
FDW28,OUT049,3106.4429
FDD47,OUT017,2997.7185
FDK16,OUT019,235.06812
FDW37,OUT046,1476.5918
FDA48,OUT035,3954.0664
FDA14,OUT017,2451.2817
FDV15,OUT013,1711.2534
FDN22,OUT049,3611.867
NCD55,OUT045,620.54504
FDY43,OUT013,2773.0178
NCU05,OUT017,1273.4177
FDF10,OUT035,2492.0505
FDR39,OUT018,2929.365
FDG40,OUT013,605.1593
FDZ28,OUT019,284.06085
FDE02,OUT045,1516.7225
FDU60,OUT049,2798.9556
FDM21,OUT013,3783.4746
FDV52,OUT019,262.85355
NCW06,OUT013,3018.6582
FDX36,OUT035,3905.4998
FDT35,OUT027,4244.489
NCL19,OUT010,375.65405
NCD31,OUT046,2622.184
FDE53,OUT019,284.45593
FDW58,OUT019,248.68309
DRF48,OUT046,2751.2036
FDW57,OUT035,2886.5645
DRH13,OUT017,1638.1722
FDT33,OUT013,2726.527
DRK47,OUT027,5138.9224
FDY22,OUT010,337.2458
FDC35,OUT019,516.94
FDO03,OUT013,4147.475
FDF24,OUT045,1275.9368
FDF56,OUT018,2597.9636
FDD28,OUT013,802.0042
FDG53,OUT027,3456.1511
FDO27,OUT019,339.84433
NCF54,OUT018,2560.3267
FDC20,OUT027,1667.1101
FDU10,OUT046,644.2699
DRA24,OUT018,2337.823
FDA02,OUT010,352.98996
FDG10,OUT017,913.27856
FDW39,OUT010,679.70984
FDP04,OUT019,150.96008
NCM55,OUT013,3083.476
FDG47,OUT045,5155.4404
NCU41,OUT017,3156.8928
NCK31,OUT017,774.08655
FDZ46,OUT045,1613.3663
FDU13,OUT027,3381.9033
NCF19,OUT045,736.01465
NCJ43,OUT013,2825.7273
NCJ05,OUT045,2369.3127
FDS04,OUT027,3442.4053
FDX28,OUT010,265.24088
FDB41,OUT027,1193.8895
FDG53,OUT046,2096.5771
FDL15,OUT010,337.00815
FDQ08,OUT049,988.64514
DRN36,OUT013,1517.1971
FDI46,OUT013,4103.309
FDG16,OUT027,5277.5063
FDV32,OUT013,946.80975
FDF44,OUT010,314.2532
FDK04,OUT018,697.1103
NCA41,OUT013,3268.359
FDD51,OUT017,687.1921
NCZ53,OUT045,3186.5542
FDP01,OUT027,3827.1023
FDY25,OUT049,3278.6467
FDB17,OUT018,2727.986
NCV54,OUT018,1740.1013
FDJ32,OUT017,1034.9064
FDA37,OUT049,2073.1985
FDG35,OUT035,2925.6255
NCM05,OUT018,3339.1233
FDG45,OUT046,3267.774
FDH28,OUT013,651.7062
NCE18,OUT049,3891.9517
FDH38,OUT045,1894.848
FDR56,OUT013,3066.572
FDH17,OUT027,2497.7432
FDD39,OUT049,3654.8928
FDB41,OUT049,804.1069
NCR53,OUT046,3559.573
FDX46,OUT017,881.7063
FDV28,OUT049,681.94385
FDA08,OUT018,2233.8726
FDH45,OUT017,726.0779
NCS38,OUT010,339.76544
FDD40,OUT010,566.7736
DRM59,OUT035,2398.1511
NCJ43,OUT018,2662.836
NCN29,OUT013,709.65735
NCC19,OUT045,3066.9614
FDR56,OUT035,3316.492
FDZ43,OUT049,4088.9976
FDJ32,OUT010,166.50467
DRH03,OUT017,1490.6079
NCZ54,OUT035,3881.703
FDE26,OUT017,2474.6367
FDS03,OUT045,1070.2263
DRZ24,OUT019,296.20438
FDO48,OUT027,5150.9536
FDW39,OUT049,2875.5325
NCK05,OUT049,1052.4398
NCK30,OUT017,4315.2827
FDT27,OUT018,3214.1428
FDS08,OUT019,410.7727
NCJ19,OUT049,933.16895
FDC58,OUT045,657.7108
DRE37,OUT013,2983.0483
FDW02,OUT035,2346.7388
FDJ02,OUT010,474.359
FDX09,OUT045,2770.8127
FDT31,OUT010,513.9847
FDI24,OUT049,3187.0522
FDY09,OUT045,3044.2573
FDV28,OUT045,627.2655
DRM47,OUT049,3386.9448
FDT52,OUT019,372.64154
FDI48,OUT018,627.36896
FDY55,OUT017,4794.8535
FDU48,OUT013,2037.1025
FDN25,OUT045,826.5996
FDP20,OUT049,2069.3835
FDJ15,OUT013,3352.3057
FDD04,OUT018,1765.2185
FDY58,OUT045,4166.58
FDR37,OUT018,3041.728
FDF44,OUT013,2095.009
FDD32,OUT045,1327.7688
FDR57,OUT017,2362.5715
DRG39,OUT027,1633.3368
FDX15,OUT017,2611.539
DRN37,OUT045,2512.4858
FDW40,OUT027,3644.5342
FDB32,OUT049,1520.3943
FDM40,OUT018,1912.1864
FDE39,OUT027,3058.1182
DRH49,OUT017,1354.7881
FDT46,OUT049,773.51587
NCF06,OUT035,3547.872
FDP07,OUT017,3212.785
FDC04,OUT013,3932.3374
FDZ32,OUT017,1676.4309
FDD50,OUT045,2703.8262
FDU56,OUT017,3270.0632
FDV34,OUT017,1127.2565
NCY41,OUT013,621.35834
NCK18,OUT046,2675.2622
DRH25,OUT049,852.92096
FDT57,OUT046,3846.7795
FDV56,OUT018,1364.697
FDV12,OUT045,1517.6371
FDN52,OUT017,1360.2126
FDX38,OUT035,796.97424
FDE47,OUT018,1780.5709
NCO07,OUT013,3542.9868
FDV09,OUT027,3822.3606
FDZ23,OUT019,539.4695
DRH51,OUT018,1184.1975
NCY54,OUT045,2945.7974
DRG49,OUT013,4329.5454
NCC19,OUT049,3497.5864
NCV53,OUT045,4698.3594
FDZ47,OUT019,273.84445
NCO26,OUT018,1670.3607
NCP02,OUT045,936.2199
NCW30,OUT018,3268.9807
NCN55,OUT046,4083.449
FDB20,OUT010,197.3957
DRL11,OUT013,2534.057
DRD60,OUT045,3112.5586
FDW14,OUT010,183.0125
FDL27,OUT010,170.9718
FDU09,OUT018,722.35846
DRH36,OUT027,2021.4886
FDP34,OUT027,3577.3357
FDE04,OUT017,3087.9011
FDZ57,OUT027,3417.0154
FDF02,OUT010,278.00882
FDG28,OUT045,3838.3623
NCI31,OUT046,640.4439
FDT43,OUT013,720.35266
FDU20,OUT046,2074.9517
FDD53,OUT013,663.4236
FDW15,OUT045,2437.6284
NCT53,OUT045,2482.143
NCG55,OUT027,2966.4443
FDD48,OUT035,1995.8363
FDG47,OUT049,4157.101
FDI21,OUT017,1115.1215
FDT27,OUT017,3786.255
DRO35,OUT013,1951.3405
FDD33,OUT017,4093.4727
FDC04,OUT035,3938.4397
FDY34,OUT013,2590.0342
DRJ49,OUT049,2036.8046
FDE05,OUT049,2509.4548
FDU31,OUT017,3807.0754
NCN19,OUT027,5073.1934
FDK56,OUT027,5199.175
FDK58,OUT017,1752.7579
NCJ42,OUT035,1730.8282
FDZ34,OUT027,5898.2256
FDA52,OUT018,2756.6555
NCR29,OUT013,768.31415
FDT48,OUT035,3282.0493
DRJ51,OUT019,508.9314
NCS54,OUT046,3058.0645
FDV01,OUT035,2484.4756
DRG51,OUT027,4238.7676
NCG42,OUT013,2123.0393
FDA51,OUT049,1945.2172
FDV19,OUT010,432.9428
NCT18,OUT045,3088.078
NCS41,OUT045,2975.1692
FDO03,OUT046,4150.852
FDL12,OUT010,155.65215
FDY37,OUT010,414.19516
FDI58,OUT049,1540.9711
FDT28,OUT018,2121.1196
NCC42,OUT010,279.9933
FDO01,OUT017,1989.6283
FDJ02,OUT013,2477.3782
FDQ04,OUT018,510.38608
DRL47,OUT013,2028.6344
FDZ32,OUT035,1712.187
FDC35,OUT035,3455.0115
FDX14,OUT045,1084.7084
FDZ35,OUT013,1647.1196
FDL14,OUT013,2436.7725
FDO04,OUT049,888.82635
DRK11,OUT017,2459.6409
FDB44,OUT018,3006.5688
FDZ50,OUT049,3355.086
FDI12,OUT027,2516.2622
FDU43,OUT017,3840.3738
FDD58,OUT010,277.27698
FDB27,OUT017,3210.8604
FDB04,OUT018,1142.4719
NCO17,OUT013,1933.8071
FDL12,OUT017,880.7434
DRJ13,OUT049,2630.4888
FDD57,OUT045,1506.868
FDW19,OUT035,1839.5737
DRD27,OUT018,1294.8727
FDH27,OUT027,3793.98
NCW30,OUT027,6243.83
FDR40,OUT018,1073.9117
FDG05,OUT013,2483.4585
NCY41,OUT019,108.758835
FDI38,OUT018,3240.7952
FDR20,OUT046,663.836
FDE09,OUT017,1697.3789
FDN50,OUT019,292.56662
DRF27,OUT045,2355.087
DRF51,OUT013,657.4878
NCO02,OUT019,190.20912
FDB51,OUT027,1730.3254
FDJ50,OUT013,792.54944
FDN52,OUT013,1318.5051
FDX14,OUT013,1205.2804
FDT27,OUT019,688.9989
FDV10,OUT013,615.60834
FDU33,OUT046,728.9692
FDU58,OUT046,3176.9377
NCP42,OUT027,5254.4355
FDL51,OUT027,5159.0713
DRH15,OUT027,1176.1213
FDU16,OUT017,1339.8546
FDW15,OUT017,2507.1633
FDQ44,OUT045,2003.5162
NCI06,OUT027,5001.916
DRK23,OUT019,647.3692
FDC28,OUT035,1707.5162
NCY17,OUT019,162.29828
NCV05,OUT018,2234.2307
FDM34,OUT019,323.24402
DRD60,OUT027,5951.1323
FDT38,OUT046,1282.9918
FDQ57,OUT018,2169.4888
FDE59,OUT027,996.7166
NCM43,OUT046,2706.1448
DRI51,OUT049,2994.653
NCG30,OUT017,2066.6582
NCK54,OUT035,2008.6514
FDQ16,OUT019,257.6174
FDI36,OUT013,3098.678
FDX16,OUT027,3684.491
FDA34,OUT046,2841.331
FDJ48,OUT018,2790.2932
FDU47,OUT035,2170.8447
FDS39,OUT046,2158.7864
FDD11,OUT046,3650.1755
FDM16,OUT027,1972.3228
FDU56,OUT018,2938.5454
FDQ32,OUT017,2092.997
DRK35,OUT013,652.8448
FDA58,OUT049,3516.8867
DRG48,OUT019,413.17102
FDT59,OUT010,509.99768
FDQ31,OUT019,249.90724
FDS51,OUT018,847.9015
FDW32,OUT027,2490.4993
FDI15,OUT027,6395.3955
NCV30,OUT017,965.2686
DRG25,OUT049,3376.1865
FDT02,OUT013,557.12286
FDO33,OUT027,3116.1023
FDP38,OUT035,837.145
FDZ45,OUT035,3264.021
NCA54,OUT027,5081.123
FDU33,OUT017,805.60547
FDN58,OUT017,3706.0002
FDI05,OUT045,1158.672
FDM57,OUT019,228.36469
NCS42,OUT027,2469.596
FDB57,OUT045,3737.3975
FDC03,OUT045,3081.923
FDZ58,OUT013,2037.3154
NCK29,OUT045,2044.9415
NCR53,OUT045,3720.407
FDE26,OUT027,3746.3794
FDU52,OUT049,2485.9976
FDE41,OUT027,2309.6123
FDU38,OUT018,2816.4185
FDA52,OUT017,2796.9077
FDW46,OUT046,1089.8605
DRI59,OUT035,3764.3748
FDT38,OUT035,1347.0051
FDL33,OUT018,2880.1963
FDQ01,OUT027,6266.47
FDJ08,OUT046,3060.8228
FDQ47,OUT049,690.10016
NCZ18,OUT013,4465.2285
FDE29,OUT017,958.57477
FDF10,OUT027,3481.2292
FDC48,OUT049,1351.5496
FDY58,OUT013,4185.19
NCX30,OUT010,952.8383
FDV11,OUT013,2810.6018
FDT46,OUT046,749.9341
DRD01,OUT019,209.38922
FDQ11,OUT013,3877.094
NCM41,OUT017,1525.4711
NCC55,OUT013,541.9374
FDG45,OUT027,5553.7095
NCQ54,OUT049,3137.603
FDM34,OUT045,1993.15
FDD17,OUT019,226.32208
FDN38,OUT027,6626.8535
FDB53,OUT018,2183.474
NCL06,OUT035,4137.2524
NCV18,OUT019,281.63455
FDX25,OUT013,3397.3467
FDB39,OUT046,827.6094
FDC33,OUT049,3364.2832
NCO14,OUT018,496.72223
FDA58,OUT027,5296.985
NCQ02,OUT017,3285.153
NCR53,OUT017,3679.7024
FDN52,OUT046,1343.5477
FDG26,OUT046,3807.296
FDE23,OUT027,1324.4944
DRI37,OUT013,871.7001
DRH37,OUT018,2484.1687
FDO01,OUT035,1971.4371
FDK45,OUT049,1847.2362
FDP23,OUT049,3652.3196
FDM33,OUT035,3707.9558
FDD36,OUT017,2107.3071
FDL56,OUT017,1366.5688
FDT27,OUT010,710.1845
FDG52,OUT017,690.2551
NCL42,OUT035,4511.44
DRJ24,OUT046,3041.2803
FDV38,OUT046,795.7174
FDT35,OUT045,2702.8386
FDY51,OUT045,3723.7598
FDC37,OUT017,1745.4332
NCP43,OUT013,2936.457
FDO33,OUT045,1772.0889
FDW04,OUT018,1774.9855
NCC31,OUT046,2374.0752
FDK22,OUT049,3556.5986
FDJ50,OUT017,908.06714
FDV13,OUT017,1493.585
DRL60,OUT017,2433.2446
FDW03,OUT017,1779.2596
FDY27,OUT035,2908.7175
FDB39,OUT027,1610.6178
FDU59,OUT045,2477.3186
FDZ57,OUT049,2194.8647
FDO21,OUT049,3295.061
FDS43,OUT018,2677.3538
FDU28,OUT010,512.4451
FDC51,OUT010,252.44464
FDW16,OUT010,209.19089
FDP32,OUT010,286.29535
FDB60,OUT019,408.23535
NCQ30,OUT046,1987.7772
FDD26,OUT049,3342.5803
FDI44,OUT045,1247.074
DRH23,OUT046,947.8307
FDO44,OUT046,1834.6553
FDG04,OUT046,2882.6748
FDM32,OUT027,2506.5696
FDM09,OUT013,2700.1924
FDZ47,OUT013,1476.8915
FDM40,OUT027,3299.1743
FDY48,OUT017,1695.1881
NCM30,OUT045,628.48535
FDX36,OUT010,582.8342
DRF03,OUT017,689.0796
FDN51,OUT049,4216.01
FDM57,OUT049,1312.3324
FDB35,OUT049,1539.285
FDY13,OUT027,2256.075
FDA37,OUT017,2109.583
NCX53,OUT017,2369.028
FDD59,OUT018,1103.3157
FDX10,OUT019,114.50768
FDC03,OUT018,2757.212
FDW43,OUT035,3969.1982
FDW10,OUT046,2488.982
FDY14,OUT027,6735.3
FDV43,OUT045,693.30066
FDO40,OUT013,2452.8965
FDP46,OUT027,2428.0605
NCE43,OUT019,398.62958
FDD05,OUT035,2109.0532
FDJ60,OUT010,453.16943
DRE27,OUT018,1197.5269
FDO11,OUT035,4493.5645
DRG11,OUT027,2625.3564
FDK33,OUT010,528.6745
DRM23,OUT045,2669.4612
FDJ02,OUT027,3926.3347
NCZ05,OUT045,1601.9406
NCL30,OUT013,2064.0747
FDZ19,OUT018,2553.0298
FDM45,OUT049,2041.0079
FDO36,OUT046,2833.6885
NCK31,OUT045,728.9022
DRJ37,OUT045,2345.7786
FDP24,OUT018,1696.8687
FDF46,OUT013,1918.8088
FDX46,OUT019,191.44478
NCL18,OUT045,2811.7517
FDJ26,OUT013,3355.3064
FDJ07,OUT045,1837.3872
FDY15,OUT013,2278.4497
DRG01,OUT045,1157.4188
FDF58,OUT045,1041.5887
FDZ14,OUT019,264.13828
FDP31,OUT049,860.6435
FDH45,OUT013,688.0027
FDA09,OUT010,532.76733
FDW31,OUT035,2944.966
FDA57,OUT046,627.8776
NCE55,OUT035,2730.147
FDC17,OUT019,555.3154
FDC59,OUT013,997.7571
FDA22,OUT013,2777.1868
FDK52,OUT035,3832.6614
NCM26,OUT046,2497.746
NCT53,OUT035,2645.0664
FDW45,OUT018,2280.3167
NCI18,OUT035,3390.3528
FDE38,OUT018,2365.1946
FDF08,OUT019,251.21382
FDY58,OUT010,745.4306
FDF58,OUT019,182.98228
FDX39,OUT017,3971.7166
FDB44,OUT049,3569.325
FDF28,OUT013,2114.525
FDE39,OUT013,1889.6338
FDT37,OUT018,3373.0806
FDZ45,OUT017,3452.424
FDO40,OUT035,2548.9175
FDM57,OUT027,2377.709
DRG36,OUT017,2985.5923
FDY36,OUT010,145.79654
DRL60,OUT027,3788.4104
FDS25,OUT019,300.92676
DRF49,OUT027,2967.1367
FDP16,OUT045,4094.4395
FDS60,OUT049,2302.909
FDU15,OUT027,1031.6519
FDK43,OUT046,2054.6252
FDN25,OUT046,863.06805
FDE53,OUT049,1651.1045
FDB22,OUT013,2499.1973
FDE39,OUT017,2059.397
FDX35,OUT035,3922.8616
NCG54,OUT049,2884.6062
FDH27,OUT035,2443.1992
NCK42,OUT013,3386.9907
FDS25,OUT049,1742.3156
FDI10,OUT018,2526.811
FDU35,OUT035,1699.426
FDI04,OUT017,3323.0886
DRK23,OUT035,4820.6875
FDB53,OUT019,335.36252
FDY02,OUT049,3958.0989
FDM60,OUT035,700.1722
NCJ31,OUT010,518.85144
DRP35,OUT017,2123.1704
NCQ30,OUT018,1810.8522
DRL11,OUT010,348.92136
FDU01,OUT013,3167.988
FDR39,OUT035,3164.3535
FDO08,OUT046,2562.1113
FDC02,OUT045,4996.7217
NCZ29,OUT035,2174.209
FDF29,OUT010,317.51028
FDZ23,OUT017,3287.4065
NCU53,OUT018,2318.7134
NCW30,OUT013,3959.5579
NCM26,OUT027,4061.495
FDV50,OUT027,3213.9119
FDW15,OUT049,2526.6821
FDI35,OUT027,5341.151
FDO11,OUT017,4528.832
FDN48,OUT046,1493.8374
NCA17,OUT049,2396.3157
NCN54,OUT013,1201.2192
FDP22,OUT013,752.31726
NCB54,OUT035,2054.5552
FDD08,OUT045,603.03796
DRM48,OUT010,114.79635
FDG41,OUT027,3060.0625
FDE44,OUT027,1575.0974
FDE26,OUT035,2495.2927
NCS38,OUT013,1854.4738
NCJ54,OUT018,3153.3425
FDI40,OUT019,261.37
FDN45,OUT018,3632.2244
FDU43,OUT046,3836.0989
FDI04,OUT010,438.41592
NCC07,OUT018,1369.3416
NCC07,OUT019,304.565
NCD18,OUT045,4012.4268
FDU55,OUT035,4604.329
FDX59,OUT035,668.40393
FDR52,OUT049,3245.7986
NCP17,OUT013,944.2215
FDQ32,OUT045,2033.8816
NCT17,OUT049,3448.8164
FDO10,OUT049,955.07886
FDE32,OUT049,620.3305
FDN44,OUT045,2616.2747
FDH02,OUT035,1487.532
FDK60,OUT013,1575.7595
FDS24,OUT019,235.26428
FDL03,OUT010,474.39236
FDB46,OUT027,5451.647
FDO48,OUT049,3947.862
FDZ39,OUT049,1707.8693
FDT02,OUT027,991.5684
FDC50,OUT013,1546.1401
FDP39,OUT035,845.7397
DRG15,OUT018,828.50885
FDP10,OUT018,1376.734
FDF53,OUT027,5161.366
FDN34,OUT045,2746.4343
FDK02,OUT045,1999.6921
FDC23,OUT045,2835.2524
FDJ10,OUT019,324.4477
FDE53,OUT035,1690.7734
FDR25,OUT035,4579.5693
FDW50,OUT046,2494.441
FDS09,OUT049,808.9318
FDW49,OUT010,440.25797
FDU51,OUT046,2866.7244
FDF28,OUT018,1808.4248
NCY30,OUT018,2693.6638
FDD44,OUT045,4591.1074
FDX09,OUT017,2896.0344
NCF30,OUT013,2094.1707
FDZ50,OUT019,548.7345
FDW37,OUT013,1435.3448
FDD11,OUT049,3678.0642
DRH39,OUT018,982.9933
FDA36,OUT049,2955.6218
NCG43,OUT049,1493.466
FDF02,OUT035,1731.0012
FDP57,OUT027,2656.1763
NCE42,OUT017,3254.6194
NCR38,OUT027,6003.8623
FDP03,OUT019,280.79266
FDO51,OUT035,719.0996
NCQ42,OUT046,2053.506
NCM41,OUT046,1382.4207
FDH48,OUT027,2353.723
DRF60,OUT046,3956.4
FDJ27,OUT035,1671.1333
FDQ14,OUT013,2363.3726
FDN27,OUT017,1859.2545
NCQ02,OUT046,2907.6116
FDJ33,OUT049,2050.772
FDP07,OUT027,5416.719
DRE01,OUT049,4245.3438
FDU36,OUT045,1539.3798
FDL28,OUT017,4000.8833
NCX53,OUT046,2319.7595
FDZ39,OUT013,1657.7251
NCP42,OUT013,3050.1724
FDJ14,OUT035,1355.8116
FDK04,OUT049,867.2209
NCC19,OUT017,3142.0874
FDS09,OUT018,670.6209
FDZ02,OUT046,1529.9684
FDD35,OUT018,1755.2518
NCY42,OUT017,2593.0388
FDB05,OUT045,3952.868
FDF20,OUT035,3312.5247
NCO41,OUT018,1329.4543
FDC40,OUT027,2214.8335
FDV58,OUT045,2359.1216
FDZ57,OUT045,2010.4194
DRM35,OUT046,2851.9858
DRN36,OUT018,1297.1079
FDQ13,OUT046,1325.8156
DRO35,OUT010,269.09088
NCD43,OUT035,1696.8774
FDA51,OUT018,1580.2402
NCX17,OUT027,5182.1875
NCZ17,OUT049,894.4094
FDR11,OUT027,3731.8237
FDW34,OUT049,4087.6711
FDN50,OUT017,1575.4037
FDS09,OUT046,773.11694
FDS48,OUT018,2176.056
FDL44,OUT049,2673.046
DRF48,OUT018,2765.5588
FDA14,OUT018,2132.7336
NCD30,OUT049,1543.2996
FDI16,OUT017,813.17847
NCG06,OUT035,3399.6348
DRZ24,OUT035,2067.0354
NCS17,OUT045,1486.0497
FDB37,OUT045,4062.9238
FDE10,OUT035,2117.57
FDC57,OUT045,3045.1128
FDM12,OUT018,2686.6213
FDE24,OUT049,2114.0093
FDW22,OUT045,3407.3335
DRD01,OUT027,1530.0979
NCZ18,OUT027,5396.671
FDN49,OUT045,649.286
FDR22,OUT035,2052.185
FDV08,OUT019,153.28656
FDY39,OUT046,3375.8389
FDV36,OUT049,2153.3884
FDO60,OUT045,712.09924
FDU04,OUT027,3198.3706
FDR20,OUT027,1354.7832
FDW19,OUT019,277.82132
FDU40,OUT049,2512.5698
FDK15,OUT045,1512.8223
DRF15,OUT035,2385.638
FDQ25,OUT017,2883.185
FDI48,OUT019,190.08527
FDS49,OUT046,1305.505
FDV22,OUT046,2681.6052
NCV42,OUT046,1769.0286
FDX26,OUT046,3173.1174
FDI33,OUT018,1242.5526
FDZ14,OUT049,2048.5112
FDG10,OUT013,834.1209
FDM38,OUT018,687.7958
FDG26,OUT027,5957.8438
FDH46,OUT035,1767.0337
FDN13,OUT018,1285.7054
FDU57,OUT035,2453.1125
NCI06,OUT046,2873.159
FDM38,OUT045,881.0705
NCG42,OUT010,222.90773
FDL39,OUT045,2811.4329
FDT31,OUT019,503.98874
FDV59,OUT013,3548.6301
FDB49,OUT035,1734.6676
FDD58,OUT049,1690.4548
DRN59,OUT046,743.51013
FDX48,OUT049,2526.7095
FDQ11,OUT049,4179.863
FDY12,OUT049,945.2164
FDQ11,OUT045,3793.6157
DRI11,OUT017,1916.5184
FDY32,OUT027,4097.912
FDS51,OUT045,931.2359
FDR19,OUT010,382.78442
DRB13,OUT018,2588.6614
FDS21,OUT035,1099.6729
FDQ40,OUT045,2720.4956
NCE55,OUT013,2714.0854
FDX43,OUT027,4233.075
FDS12,OUT049,2154.6458
DRK01,OUT027,2492.459
FDN25,OUT017,847.7544
FDB60,OUT046,3127.9893
FDQ13,OUT017,1369.744
DRK13,OUT045,3115.5325
DRF25,OUT018,496.40717
NCD42,OUT019,92.61275
FDW25,OUT045,1425.6621
NCV29,OUT027,4811.015
NCK42,OUT035,3297.9338
DRJ13,OUT027,3980.4978
DRD15,OUT017,3437.3594
FDM27,OUT045,2439.7776
FDZ50,OUT018,3054.2395
FDC04,OUT046,3727.108
FDF50,OUT049,3088.754
FDP15,OUT045,3991.1255
FDK46,OUT035,4387.4595
FDZ56,OUT018,2533.6865
FDY60,OUT049,2371.9866
FDB10,OUT035,3778.2483
FDR57,OUT045,2363.9453
FDU58,OUT049,3385.0955
FDH02,OUT046,1431.1088
FDP48,OUT013,3290.6562
FDI46,OUT035,4086.0078
FDW56,OUT013,3329.0051
NCM19,OUT010,308.24725
FDS50,OUT027,5810.181
FDK24,OUT013,675.56396
FDO36,OUT017,3072.737
FDK45,OUT027,2977.6484
NCL05,OUT045,680.22363
FDL32,OUT018,1616.0248
FDA28,OUT049,2111.2202
FDY36,OUT018,941.50494
FDP32,OUT018,1782.7119
FDL50,OUT046,2064.4744
DRC24,OUT049,2528.2383
NCS18,OUT017,1756.6173
FDD16,OUT017,1185.2454
NCV18,OUT013,1481.4221
FDX07,OUT046,3115.775
NCZ05,OUT027,2560.8296
NCI31,OUT013,572.83716
FDK14,OUT049,1336.0656
NCR06,OUT045,651.1811
